Species,Dr,EU_soil_texture
Symphytum officinale,0.76,C
Symphytum officinale,0.31,F
Verbena officinalis,0.58,C
Ajuga chamaepitys,0.39,C
Glechoma hederacea,0.14,M
Galeopsis angustifolia,1.13,C
Galeopsis pubescens,0.39,M
Galeopsis tetrahit,0.57,M
Galeopsis speciosa,0.56,C
Lamium purpureum,0.21,M
Lamium amplexicaule,0.21,M
Stachys annua,0.51,C
Stachys palustris,0.3,M
Stachys palustris,0.56,C
Mentha arvensis,0.42,M
Mentha arvensis,0.2,M
Hyoscyamus niger,0.54,C
Solanum nigrum,0.7,C
Solanum tuberosum,1.15,M
Datura stramonium,0.69,C
Linaria vulgaris,0.95,C
Linaria elatine,0.53,M
Linaria minor,0.16,C
Veronica serpyllifolia,0.21,M
Veronica arvensis,0.19,M
Veronica praecox,0.12,C
Veronica triphyllos,0.15,M
Veronica persica,0.21,M
Veronica polita,0.17,M
Veronica agrestis,0.15,M
Veronica hederaefolia,0.14,M
Plantago major,0.26,C
Plantago major,0.9,C
Plantago lanceolata,0.61,C
Sherardia arvensis,0.11,M
Galium aparine,0.36,M
Valerianella carinata,0.09,C
Valerianella rimosa,0.24,M
Legousia speculum,0.16,M
Erigeron canadensis,1.09,C
Erigeron annuus,1.02,C
Gnaphalium uliginosum,0.24,F
Gnaphalium uliginosum,0.25,C
Xanthium strumarium,0.76,C
Xanthium strumarium,1.23,M
Helianthus annuus,1.51,C
Bidens tripartitus,0.45,C
Galinsoga parviflora,0.78,C
Anthemis austriaca,0.45,C
Anthemis arvensis,0.33,C
Achillea millefolium,0.21,C
Matricaria chamomilla,0.71,C
Matricaria maritima,1.22,C
Senecio vulgaris,0.44,C
Cirsium arvense,2.86,M
Centaurea cyanus,0.57,C
Lapsana communis,0.34,M
Chondrilla juncea,2.37,C
Lactuca serriola,0.89,C
Lactuca serriola,1.47,M
Sonchus arvensis,0.56,M
Sonchus oleraceus,1.03,C
Sonchus oleraceus,0.48,M
Sonchus asper,1.03,C
Sonchus asper,0.45,M
Pinus sp.,1,C
Pinus sp.,0.75,C
Pinus sp.,0.35,C
Pinus sp.,1.25,C
Pinus sp.,0.5,C
Pinus sp.,0.85,C
Pinus sp.,0.5,C
Pinus sp.,0.6,C
Pinus sp.,1.55,C
Pinus sp.,2.45,C
Pinus sp.,1.2,C
Pinus sp.,0.8,C
Pinus sp.,1,C
Pinus sp.,1.8,C
Pinus sp.,0.5,C
Pinus sp.,0.15,C
Pinus sp.,0.3,C
Pinus sp.,0.2,C
Pinus sp.,0.8,C
Pinus sp.,0.2,C
Picea sp.,0.9,C
Picea sp.,0.9,C
Picea sp.,0.8,C
Picea sp.,1,C
Betula sp.,0.9,C
Betula sp.,0.8,C
Pistacia atlantica,0.8,C
Parrotia persica,0.7,C
Pinus palustris,2.2,C
Pinus palustris,2,M
Pinus taeda,1.9,F
Pinus taeda,1.9,F
Pinus taeda,3.5,C
Faidherbia albida,5.9,C
Faidherbia albida,2.2,C
Helianthus annuus,1.2,M
Helianthus annuus,1.8,F
Erythronium montanum,0.19,C
Clintonia uniflora,0.23,C
Streptopus roseus,0.14,C
Smilacina stellata,0.26,C
Rubus pedatus,0.17,C
Rubus lasiococcus,0.44,C
Retama sphaerocarpa,2,C
Anthyllis cytisoides,1.5,C
Juniperus phoenicea,2.5,C
Pistacia lentiscus,3.5,C
Alhagi sparsifolia,5,C
Tamarix ramosissima,2,C
Populus euphratica,4,C
Calligonum caput-medusae,7,C
Festuca arundinacea,1.5,C
Festuca arundinacea,1.5,C
Festuca arundinacea,1.5,F
Rosmarinus officinalis,0.35,M
Artemisia herba-alba,0.35,M
Suaeda vera. Atriplex,0.6,M
Suaeda vera. Atriplex,0.8,M
Pinus pinaster,1,C
Pinus pinaster,3,C
Molinia caerulea,0.8,C
Pteridium aquilinum,0.2,C
Pteridium aquilinum,1.2,C
Ulex europaeus,0.7,C
Ulex europaeus,1.3,C
Erica scoparia,1.4,C
Picea mariana,0.3,C
Picea glauca,1.37,C
Anisophyllea disticha,0.3,F
Terenna sp.,0.2,F
Eurycoma lonaifolia,1.8,F
Antidesma df. leucopodum,1.5,F
Ixora sp.,1.1,F
Pinus contorta,1.22,C
Pseudotsuga menziesii,1.52,C
Cercocarpus montanus,1.52,C
Muhlenbergia montana,0.85,C
Festuca arizonica,0.85,C
Arctostaphylos uva-ursi,0.91,C
Pinus ponderosa,1.52,C
Populus tremuloides,1.52,C
Arctostaphylos uva-ursi,0.61,C
Pseudotsuga menziesii,1.46,C
Pinus ponderosa,1.71,C
Muhlenbergia montana,1.04,C
Cercocarpus montanus,1.52,C
Festuca arizonica,0.94,C
Pseudotsuga menziesii,0.82,C
Populus tremuloides,0.73,C
Pinus ponderosa,0.85,C
Arctostaphylos uva-ursi,0.61,C
Muhlenbergia montana,0.82,C
Cercocarpus montanus,1.07,C
Festuca arizonica,0.79,C
Terminalia sericea,0.61,C
Terminalia sericea,2,C
Lycium species,1.88,C
Rhigozum trichotomum,1.08,C
Pinus contorta,1.06,F
Pinus contorta,1.07,F
Quercus fusiformis,20,C
Fouquieria splendens,0.29,C
Pinus contorta,0.1,Wl
Pinus contorta,0.15,Wl
Pinus contorta,0.2,Wl
Pinus contorta,0.4,Wl
Eperua falcata,3.5,C
Dicorynia guianensis,1.6,C
Eperua falcata,2,F
Dicorynia quianensis,1,F
Sarcocornia pillansii,1.2,M
Sarcocornia pillansii,1.2,F
Quercus agrifolia,4,M
Eucalyptus PF1,4,C
Quercus petraea,2,M
Quercus robur,1.6,M
Larrea tridentata,0.75,F
Pleuraphis mutica,0.73,F
Opuntia rastrera,0.28,F
Prosopis velutina,5,C
Bouteloua sp.,0.3,C
Brachyclados caespitosus,1,C
Euphorbia collina,1,C
Mulinum spinosum,1,C
Senecio filagionoides,1,C
Adesmia boronioides,2,C
Colliguaya integerrima,2,C
Lycium chilense,1.5,C
Berberis heterophylla,2.5,C
Schinus johnstonii,2.5,C
Ulmus pumila,9.14,M
Maclura pomifera,9.75,M
Juniperus virginlana,7.92,M
Robinia pseudoacacia,8.53,M
Morus alba,3.96,M
Prunus armeniaca,2.44,M
Fraxinus species,1.83,M
Juglans ruvestris,1.83,M
Fagus sylvatica,0.6,C
Quercus petraea,0.6,C
Banksia attenuata,3.7,C
Banksia ilicifolia,3.7,C
Amaranthus palmeri,0.15,F
Echinocactus wislizenii,0.2,F
Carnegiea gigantea,0.55,F
Covillea tridentata,0.68,F
Condalia spathulata,1.36,C
Acanthyllis tragacanthoi,0.3,C
Deverra scoparia,0.2,C
Peganum harmala L.,0.3,C
Haloxylon articulatum,0.31,C
Henophyton deserti,0.75,C
Peganum harmala L.,0.27,C
Haloxylon scoparium,1.13,C
Peganum harmala L.,0.61,C
Plantago albicans,0.71,C
Pinus edulis,19.81,F
Juglans regig x nigra L,4,C
Triticum turgidum,1.6,C
Leipoldtia schultzei,0.18,C
Ruschia robusta,0.28,C
Hirpicium alienatum,0.4,C
Lolium arundinaceu,0.9,C
Bursera excelsa,0.9,C
Carex nebrascensis,0.6,M
Poa pratensis,0.3,M
Muhlenbergia richardsonis,0.67,M
Artemisia tridentata,0.91,C
Carex nebrascensis,1.3,M
Poa pratensis,1.28,M
Muhlenbergia richardsonis,0.85,C
Artemisia tridentata,0.52,C
Spondias mombin L.,3.5,F
Spondias mombin L.,3,F
Euterpe oleracea,2.5,M
Androtrichum giganteum -Kunth- H.Pfeiff.,0.3,C
Populus deltoides,1,C
Calluna vulgaris,0.5,M
Calluna vulgaris,0.3,C
Calluna vulgaris,0.6,C
Calluna vulgaris,1.5,C
Calluna vulgaris,1.8,C
Calluna vulgaris,1.7,C
Calluna vulgaris,1.3,C
Calluna vulgaris,2,C
Rosa blanda,0.98,C
Amelanchier sanguinea,0.61,C
Pinus banksiana,1.68,C
Pedicularis aquilina,0.15,C
Eucalyptus grandis,15.8,C
Eucalyptus grandis,9.2,C
Eucalyptos grandis,14,C
Eucalyptus grandis,16,C
Fagus sylvatica,0.5,M
Picea abies,0.6,C
Quercus cerris,0.7,F
Artemesia tridentata,1.6,M
Bromus tectorum,0.8,M
Pinus taeda,0.91,F
Pinus echinata,1.02,M
Quercus stellata,0.91,F
Quercus alba,1.02,F
Liquidambar styraciflua,2.44,M
Festuca pratensis,3,M
Festuca pratensis,3,C
Festuca pratensis,3,M
Acacia tortilis,3.5,C
Acacia reficiens,2.4,C
Stipa comata,1.1,M
Stipa comata,0.99,M
Stipa comata,0.63,M
Stipa comata,1.07,C
Stipa comata,0.85,M
Stipa spartea var. curtiseta,1.27,M
Stipa spartea var. curtiseta,1.02,M
Stipa spartea var. curtiseta,0.85,M
Stipa spartea var. curtiseta,0.6,M
Stipa spartea var. curtiseta,0.68,M
Stipa spartea var. curtiseta,1.05,M
Stipa spartea var. curtiseta,0.8,M
Stipa spartea var. curtiseta,0.8,M
Stipa spartea var. curtiseta,1.4,C
Agropyron smithii,1.27,M
Agropyron smithii,1.37,M
Agropyron smithii,0.68,C
Agropyron smithii,1.65,M
Agropyron smithii,1.52,M
Agropyron smithii,1.55,M
Agropyron dasystachyu,1.52,M
Agropyron dasystachyu,1.42,M
Agropyron dasystachyu,1.12,M
Agropyron dasystachyu,1.22,M
Agropyron dasystachyu,1.42,M
Agropyron dasystachyu,1.3,M
Agropyron dasystachyu,1.15,M
Agropyron dasystachyu,1.1,M
Bouteloua gracilis,0.85,M
Bouteloua gracilis,0.75,M
Bouteloua gracilis,0.9,C
Bouteloua gracilis,0.38,M
Bouteloua gracilis,0.75,M
Bouteloua gracilis,0.6,M
Bouteloua gracilis,0.4,M
Bouteloua gracilis,0.53,M
Koeleria cristata,0.6,M
Koeleria cristata,0.75,M
Koeleria cristata,0.6,C
Koeleria cristata,0.33,M
Koeleria cristata,0.6,M
Koeleria cristata,0.6,M
Koeleria cristata,0.58,M
Koeleria cristata,0.65,C
Festuca scabrella,1.02,M
Festuca scabrella,0.6,M
Festuca scabrella,0.68,M
Festuca scabrella,0.8,M
Festuca scabrella,1.1,C
Carex duriuscula,0.65,M
Carex duriuscula,0.68,M
Carex duriuscula,0.35,M
Carex duriuscula,0.35,C
Carex duriuscula,0.5,M
Carex duriuscula,0.6,M
Carex duriuscula,0.38,M
Carex duriuscula,0.65,M
Carex duriuscula,0.65,C
Stipa viridulias,1.1,M
Calamovilfa longifolia,1.8,C
Sporobolus cryptandrus,0.78,C
Artemisia frigida,1.47,M
Artemisia frigida,1.02,M
Artemisia frigida,0.81,M
Artemisia frigida,0.88,C
Artemisia frigida,0.51,M
Artemisia frigida,1.47,M
Artemisia frigida,0.78,M
Artemisia frigida,0.66,M
Artemisia frigida,0.66,M
Phlox hoodii,0.68,M
Phlox hoodii,0.66,M
Phlox hoodii,0.41,C
Phlox hoodii,0.3,M
Phlox hoodii,0.76,M
Phlox hoodii,0.56,M
Phlox hoodii,0.41,M
Anemone patens var.,0.61,M
Anemone patens var.,0.78,M
Anemone patens var.,0.91,M
Anemone patens var.,0.48,M
Anemone patens var.,0.86,M
Anemone patens var.,0.68,M
Anemone patens var.,0.51,M
Anemone patens var.,0.81,M
Anemone patens var.,1.22,C
Gutierrezia sarothrae,0.93,M
Gutierrezia sarothrae,1.3,M
Gutierrezia sarothrae,0.51,M
Gutierrezia sarothrae,0.66,M
Gutierrezia sarothrae,0.51,M
Gutierrezia sarothrae,0.86,M
Haplopappus spinulosus,1.6,M
Chrysopsis villosa,2.4,C
Selaginella densa,0.5,M
Solidago missouriensis,1.32,M
Thermopsis rhombifolia,1.7,M
Thermopsis rhombifolia,0.75,M
Aster ericoides,0.8,M
Psoralea lanceolata,1.22,M
Liatris punctata,1.3,M
Sphaeralcea coccinea,1.8,M
Pinus caribaea,0.4,F
Tabebuia heterophylla,0.5,F
Pseudotsuga menziesii,0.6,C
Pseudotsuga menziesii,0.6,C
Pseudotsuga menziesii,0.8,M
Pseudotsuga menziesii,0.9,M
Pseudotsuga menziesii,0.9,C
Pseudotsuga menziesii,1.2,C
Pseudotsuga menziesii,1.3,C
Haloxylon ammodendron,3.8,C
Haloxylon persicum,15,C
Pinus pinaster,0.9,C
Pinus pinaster,0.92,C
Pinus pinaster,0.98,C
Euterpe precatoria,1,F
Acacia auriculiformis,2,C
Azadirachta indica,1.2,C
Bauhinia variegata,1,C
Bombax ceiba,1.6,C
Wendlandia exserta,2.1,C
Polygonum viviparum Linn,0.3,C
Lewisia pygmaea,0.1,C
Silene acaulis,0.2,C
Arenaria aequicaulis,0.15,C
Minuartia biflora,0.4,C
Paronychia pulvinata A. Gray,0.31,C
Draba oligosperma Hook.,0.26,C
Sedum stenopetalum Pursh,0.1,C
Saxifragra romboidea,0.1,C
Potentilla diversifolia,0.48,C
Potentilla pinnatisecta,0.35,C
Geum rossii,0.37,C
Trifolium parryi,0.24,C
Trifolium dasyphyllum,0.38,C
Androsace subumbellata,0.1,C
Phlox caespitosa Nutt.,0.35,C
Polemonium confertum,0.55,C
Eritrichium argenteum,0.24,C
Erigeron compositus,0.09,C
Erigeron pinnastisectus,0.28,C
Tetraneuris grandiflora,0.2,C
Erigeron ursinus,0.1,C
Achillea subalpina,0.16,C
Artemisia scopulorum,0.25,C
Quercus rotundifolia,13,C
Quercus suber L.,6.5,F
,18,F
Pinus radiata,0.9,M
Pinus radiata,0.9,C
Pinus radiata,0.9,C
Pinus radiata,0.9,C
Pinus radiata,0.9,F
Acer saccharum,1.5,M
Banksia prionotes,2.6,C
Eucalyptus globulus,5,C
Pinus resinosa,0.79,C
Pinus resinosa,1.01,C
Pinus resinosa,0.49,C
Pinus resinosa,1.89,C
Pinus resinosa,1.52,C
Eucalyptus marginata,14,C
Calligonum polygonoides,2.2,C
Ephedra alata subsp. alenda,1.9,C
Anthyllis henoniana,1.2,C
Henophyton deserti,1.6,C
Ipomoea leptophylla Torr.,1.85,C
Salsola pestifer A. Nels.,0.67,C
Solanum elaeagnifolium,1.14,C
Croton texensis,0.32,C
Ericameria nauseosa,3.92,C
Ambrosia acanthicarpa Hook.,1.54,C
Sphaeralcea parviflora A. Nels.,0.8,F
Psorothamnus scoparius,1.52,C
Opuntia arborescens Engelm,0.91,C
Acacia tortilis,25,C
Chrysothamnus nauseosus,4,C
Sarcobatus vermiculatus,4,C
Kobresia pygmaea,0.1,
Potentilla saundersiana,0.1,
Astragalus rigidulus,0.3,
Potentilla fruticosa,0.3,
Salix setchelliana C.R. Ball,0.1,C
Salix setchelliana C.R. Ball,0.1,C
Picea abies,1,C
Picea abies,0.8,C
Picea abies,0.8,C
Carex acuta,0.2,F
Holcus lanatus,1,F
Diplopterygium glaucum,0.3,
Rhus copallina L.,1.42,F
Rosa setigera Michaux,0.64,F
Rosa setigera Michaux,1.57,F
Rubus allegheniensis Porter,1.03,F
Populus grandidentata Michaux,1.2,F
Sassafras officinale,1.35,F
Symphoricarpos orbiculatus Moench,1.18,F
Smilax rotundifolia L.,1.5,F
Acacia albida,34,C
Acacia albida,16.5,C
Acacia albida,4.5,Wl
Acacia albida,1.5,Wl
Eucalyptus grandis,8,M
Eucalyptus grandis,28,M
Eucalyptus tetrodonta,4,C
Erythrophleum chlorostachys,3,C
Tsuga heterophylla,1.25,M
Thuja plicata,1.19,M
Pseudotsuga menziesii,1.32,M
Tsuga heterophylla,0.37,C
Thuja plicata,0.37,C
Pseudotsuga menziesii,0.37,C
Tsuga heterophylla,0.85,C
Tsuga heterophylla,1.2,C
Tsuga heterophylla,0.6,C
Zea mays,0.3,Wl
Quercus myrtifolia Willd.,1.5,C
Carya floridana Sarg./ Q. laevis Walter,1.5,C
Stoeberia sp.,0.16,C
Enarganthe octonaria,0.1,C
Ruschia sp.,0.05,C
Cephalophyllum sp.,0.07,C
Pleuraphis rigida,0.4,C
Opuntia ramossissima,1.47,C
Thamonosma montana,1.3,C
Eriogonum fasciculatum,1.1,C
Acamptopappus sphaerocephalus,1,C
Mendora spinescens,1.3,C
Yucca schidigera,0.6,C
Bursera simaruba,9,C
Karelinia caspica,1.6,C
Atriplex tatarica,0.75,C
Banksia attenuata,8,C
Banksia attenuata,8,C
Banksia attenuata,4.9,C
Pinus taeda,0.9,M
Pinus taeda,0.9,M
Quercus nigra,1,C
Ruschia robusta,1,C
Stipagrostas brevifolia,1.2,C
Eucalyptus tetrodonta,0.6,C
Adansonia digitata,1.8,F
,10,C
Curatella americana L.,5,M
Byrsonima crassifolia,0.3,M
Stipa speciosa,0.5,C
Stipa humilis,0.45,C
Poa ligularis,0.7,C
Mulinum spinosum,0.95,C
Adesmia volckmanni,1.4,C
Senecio filaginoides,1.7,C
Zea mays L.,0.52,C
Zea mays L.,0.73,C
Zea mays L.,0.72,C
Zea mays L.,0.82,C
Zea mays L.,0.81,C
Zea mays L.,0.81,C
Zea mays L.,0.91,C
Zea mays L.,0.91,C
Zea mays L.,0.83,C
Zea mays L.,0.85,C
Prestoea montana,1,F
Cynodon dactylon,1.5,C
Entandrophragma cylindricum,10,C
Entandrophragma cylindricum,8,C
Entandrophragma cylindricum,3,C
Entandrophragma cylindricum,5.2,C
Quercus sp.,1,M
Quercus sp.,1,M
Quercus sp.,1,F
Pluchea sericea,1.31,C
Guiera senegalensis,10,C
Cassia mimosoides,0.4,C
Pinus palustris,2.13,C
Festuca arundinacea Schreb,1.7,M
Medicago sativa L.,2,M
Cichorium intybus L.,1.8,M
Juglans regia×nigra cv. NG23,4.7,F
Pinus banksiana,2.9,
Larrea tridentata,1.6,C
Flourensia cernua,1,C
Larrea tridentata,5.5,M
Flourensia cernua,3.5,M
Solanum elaeagnifolium,1.1,M
Larrea tridentata,2,C
Flourensia cernua,1.5,C
Flourensia cernua,3,M
Dasyochloa pulchella,0.3,M
Aristida purpurea,0.95,M
Perezia nana,1,M
Talinurn angustissimun,0.7,M
Flourensia cernua,3,M
Flourensia cernua,5.5,M
Pleuraphis mutica,1,M
Koeberlinia spinosa,6,M
Flourensia cernua,2.2,C
Sphaeralcea hastulata,1.6,C
Muhlenbergia arenacea,1.25,C
Koeberlinia spinosa,3.3,C
Atriplex canescens,3.5,C
Prosopis glandulosa,3,C
Prosopis glandulosa,5.2,C
Gutierrezia sarothrae,2.4,C
Yucca elata,0.9,C
Sporobolus flexuosus,1.05,C
Euphorbia albomatginata,0.83,C
Atriplex canescens,3.5,C
Nama hispidum,0.8,M
Caesalpinia jamesii,1.95,C
Dimorphocarpa wislizenii,0.8,C
Cassia bauhinioides,1.7,C
Solanum elaeagnifolium,2.4,C
Croton pousii,1.4,C
Prosopis glandulosa,2.6,C
Prosopis glandulosa,5.5,C
Iva dealbata,3.1,M
Ephedra trifurca,5.1,C
Aristida purpurea,1.7,C
Sphaeralcea hastulata,3.4,C
Croton pottsii,1.6,C
Gutierrezia sarothrae,1.5,C
Croton pottsii,1.78,C
Sporobolus nealleyi,0.19,M
Nerisyrenia linearifolia,0.62,M
Gaura coccinea,0.47,M
Adenium somalense,1.4,C
Aloe sp.,0.65,C
Caralluma sp.,0.5,C
Euphorbia sp.,0.7,C
Sansevieria ehrenbergii Schweinf,0.9,C
X,2,
Triticum aestivum,1,
Diospyro spp.,1.65,F
Tamarix ramosissima,21.9,C
Tamarix ramosissima,13.2,C
Tamarix ramosissima,10.8,C
Tamarix ramosissima,6.5,C
Populus euphratica,22.15,C
Populus euphratica,15.25,C
Populus euphratica,10.65,C
Populus euphratica,8.25,C
Atriplex torreyi,2,C
Chrysothamnus nauseosus ssp. Viridulus,2.4,C
Retama sphaerocarpa,28,C
Pinus ponderosa,0.66,C
Pinus caribaea,5,C
Pinus elliottii,4.57,C
Eucalyptus citriodora,0.94,C
Eucalyptus citriodora,1.55,C
Castanopsis chinensis,0.7,F
Juniperus sabina,1.04,C
Juniperus sabina,1.02,C
Juniperus sabina,0.86,C
Adenostoma fasciculaturn,2.45,C
Arctostaphylos glandalosa,2.74,C
Ceanothus leucoderuis,3.66,C
Photinia arbutifolia,1.98,M
Quercus dumosa,2.44,M
Ceanothus olihgaitlis,1.83,F
Cercocarpus betuloides,1.52,C
Diplacus longiflorus,0.76,C
Acer saccharum,1,C
Acer saccharum,1,C
Pinus palustris,1.91,C
Pinus palustris,0.74,C
Protea repens,3,C
Erica plukenetii,0.4,C
Aristea major,1.45,C
Ischyrolepis gaudichaudiana,0.2,C
Tetraria bromoides,0.88,C
Acacia mellifera,1.5,C
,1.1,C
Acacia luederitzii,1.6,C
,1,C
Bromus tectorum,0.91,M
Taeniatherum caput-medusae,1.02,M
Agropyron desertorum,0.74,M
Agropyron intermedium,0.81,M
Lithraea caustica,0.6,M
Cryptocarya alba,0.6,M
Coiliguaya odorifera,0.6,M
Baccharis rosmarinifolia,0.6,M
Mutisia retusa,0.2,M
Haplopappus sp.,0.4,M
Satureja gilliesii,0.2,M
Melaleuca quinquenervia,0.6,M
Stachys sp.,0.2,M
Echinopsis chiloensis,0.3,M
Brachystegia spiciformis,2.6,C
Guibourtia coleosperma,1.7,C
Baikiaea plurijuga,2.1,C
Burkea africana,0.9,C
Ochna pulchra,1.25,C
Terminalia sericea,1.2,C
Pinus contorta,3.51,C
Pinus contorta,1.52,F
Pinus contorta,0.7,F
Eucalyptus saligna,6.1,M
Pinus patula,6.1,M
Cupressus benthamii,7.62,M
Cupressus lusitanica,7.62,M
Prunus persica,4.9,C
Prunus amygdalus Batsch.,4.7,C
Annona squamosa,4.29,C
Mangifera indica,4.7,C
Psidium gurava,4.4,C
Nephelium litchi,3.8,C
Citrus medica L.,2,C
Eriobotrya japonica,4.9,C
Eucalyptus diversicolour,20,
Eucalyptus camuldulensis,7,
Bromus tectorum,2,M
Bromus japanicus,1.5,M
Bromus commutatus,1.5,M
Bromus sterilis,1.5,M
Bromus brizaeformis,1.5,M
Bromus racemosus,1.5,M
Dipterocarp spp.,1.1,F
Quercus fusiformis,5,C
Ulmus crassifolia,5,C
Juniperus ashei,6,C
Quercus fusiformis,6,C
Juniperus ashei,7,C
Ulmus crassifolia,7,C
Juniperus ashei,7,C
Quercus fusiformis,8,C
Quercus fusiformis,9,C
Quercus fusiformis,11,C
Quercus fusiformis,14,C
Quercus fusiformis,18,C
Bouteloua eriopoda,1.7,
Prosopis sp.,5.4,
Bouteloua eriopoda,0.6,
Prosopis sp.,2,
Bouteloua gracilis,0.9,
Prosopis sp.,4,
Stipa sp.,0.9,
Prosopis sp.,5.8,
Schizachyrium scoparium,0.8,
Prosopis sp.,2.8,
Andropogon sp.,3.3,
Prosopis sp.,2.5,
Nectandra ambigens,2,C
Panicum maximum,1.1,C
Paspalum conjugatum,0.9,C
Boscia albitrunca,78.6,C
Terra firme species,0.5,F
Terra firme species,0.5,F
Caatinga palms,1,C
Leguminosae sp.,,F
Panicum maximum,6,F
Eucalyptus camaldulensis,5.7,M
Mix of grasses (C3 & C4),1.7,M
Prosopis flexuosa,7.7,C
Prosopis flexuosa,5,C
Prosopis flexuosa,5.3,C
Trichostigma octandrum,0.6,F
Anacardium excelsum,0.6,F
Antennaria dioica,0.095,C
Bartsia alpina,0.016,C
Calamagrostis lapponica,0.033,C
Carex capillaris,0.029,C
Harrimanella hypnoides,0.09,C
Cassiope tetragona,0.013,C
Festuca ovina,0.034,C
Festuca ovina,0.039,C
Lycopodium selago,0.023,C
Pedicularis lapponica,0.011,C
Phyllodoce coerulea,0.029,C
Polygonum viviparum,0.021,C
Polygonum viviparum,0.015,C
Salix reticulata,0.018,C
Solidago virgaurea,0.046,C
Tofieldia pusilla,0.015,C
Tofieldia pusilla,0.019,C
Vaccinium myrtillus,0.007,C
Magnolia virginiana,0.5,Wl
Zea mays,0.8,C
Cassia siamea,0.9,C
Eucalyptus tereticornis,1.4,C
Leucaena leucocephala,1.5,C
Prosopis chilensis,1,C
Quercus alba L.,0.9,C
Quercus alba L.,0.9,C
Fagus grandifolia,1.35,C
Juniperus communis L.,0.98,C
Saccharum ravennae,1.25,Wl
Saccharum spontaneum L.,1.5,Wl
Halostachys belangeriana,2.4,Wl
Populus pruinosa Schrenk,6,Wl
Elaeagnus angustifolia L.,6,Wl
Juniperus sp.,4,C
Rheum maximoviczii,0.62,
Cycas revoluta Thunb.,1,C
Ginkgo biloba Linn.,2.5,C
Torreya nucifera,2,M
Taxus cuspidata Sieb. et Zucc.,2,M
Taxus cuspidata var. umbraculifera Makino,1.2,M
Taxus baccata Linn.,1.6,M
Podocarpus macrophyllus D. Don,2.4,C
Podocarpus nagi,2.5,M
Araucaria araucana,0.6,C
Araucaria cunninghamii,3.2,C
Abies homolepis Sieb. et Zucc.,1.8,M
Abies firma Sieb. et Zucc.,3.3,M
Abies sachalinensis Mast.,1.7,M
Abies mariesii Mast.,1.4,C
Abies veitchii Lindl.,1.5,C
Abies veitchii Lindl.,1.2,C
Abies veitchii Lindl.,0.6,C
Tsuga sieboldii Carr.,1.9,M
Tsuga diversijolia Mast.,1.4,M
Tsuga canadensis Carr.,1.4,M
Picea jezoensis,1.1,C
Picea maximowiczii,0.8,M
Picea alcoquiana,0.8,M
Picea koyamae Shirasawa,1.6,C
Picea abies,1.3,C
Picea abies,2.3,C
Picea smithiana Boiss.,1.4,C
Larix leptolepis Gord.,2.3,M
Larix leptolepis Gord.,1,M
Pinus densiflora Sieb. et Zucc.,2.9,M
Pinus densiflora Sieb. et Zucc.,3.5,M
Pinus densiflora var. umbraculifera Mayr,0.7,C
Pinus thunbergii Pari.,2.3,C
Pinus thunbergii Pari.,3.3,C
Pinus pentaphylla Mayr,1,C
Pinus pentaphylla Mayr,1.6,C
Pinus koraiensis Sieb. et Zucc.,2.3,C
Pinus koraiensis Sieb. et Zucc.,2,C
Pinus pumila Regel,0.5,C
Pinus rigida Mill.,2.6,C
Pinus rigida Mill.,3.4,C
Pinus strobus L.,2.8,C
Pinus strobus L.,0.9,C
Pinus strobus L.,1.4,C
Pinus strobus L.,1.6,C
Pinus strobus L.,1.2,C
Pinus strobus L.,2.4,C
Pinus bungeana Zucc.,1.2,C
Pinus taeda,2,C
Pinus taeda,3.5,C
Pinus taeda,3.8,C
Pinus palustris Mill.,2.6,C
Pinus pinaster,2.4,C
Pinus wallichiana,1.3,M
Pinus banksiana,2,C
Pinus sylvestris,2,C
Pinus luchuensis Mayr,3.2,M
Cedrus deodara,2.4,C
Cedrus deodara,2.4,C
Keteleeria davidiana Beiss.,4.1,M
Sciadopitys verticillata,1.8,C
Cryptomeria japonica,2.4,C
Cryptomeria japonica,1.8,C
Cunninghamia lanceolata,1.6,M
Metasequoia glyptostroboides Hu et Cheng,2.4,C
Sequoia sempervirens,2.6,M
Taxodium distichum Rich.,2.8,M
Thuja standishii Carr.,1.2,M
Thuja occidentalis Linn.,1,M
Thuja occidentalis Linn.,1.4,M
Platycladus orientalis,1.4,M
Platycladus orientalis,1.1,M
Thujopsis dolobrata,1.9,M
Chamaecyparis obtusa,1.5,M
Chamaecyparis obtusa,1.7,M
Chamaecyparis obtusa,0.8,M
Chamaecyparis obtusa,0.9,M
Chamaecyparis pisifera,0.5,M
Chamaecyparis pisifera,1,M
Chamaecyparis pisifera,1.1,M
Chamaecyparis pisifera,1.2,M
Chamaecyparis lawsoniana,1.1,M
Cupressus macrocarpa Hart.,1.8,C
Juniperus conferta,0.6,C
Juniperus taxifolia Hook.,0.4,C
Juniperus rigida,0.7,C
Juniperus sabina,1.8,C
Juniperus chinensis var. pyramidalis Beiss,0.6,C
Juniperus chinensis var. sargentii,0.7,C
Juniperus procumbens,0.6,C
Sabina virginiana Antoine,1.2,C
Selaginella selaginoides,0.01,
Eterolobium cyclocarpum,2.5,C
Eterolobium cyclocarpum,1.5,C
Endospermum diadenum,2.3,C
Fagraea racemosa,1.2,C
Pinus edulis,2.13,C
Pinus edulis,7.62,C
Pinus edulis,15.24,C
Pinus edulis,18.29,C
Pinus edulis,21.34,C
Pinus edulis,33.53,C
